sentence	label
After earning ph.d. in sociology, danny bazil riley starts as the general manager at a commercial real estate firm at an annual base	2
Japan nuclear plant hit by fatal accident to close nuclear plants for safety checks.	2
saudi arabia says its ready to push an extra 1.3m barrels a day of oil into the market, to help reverse surging prices.	2
Globalization does strange things to people. a day in the life of a manila philippines based business consultant - proving that you really can talk abou	2
Week unwrapped an updated version of its hosted project collaboration service targeted at construction and manufacturing	2
'National health service (nhs) tapped it researcher gartner inc. to provide market intelligence services as the	2
The boys filed the interview with the sec and corrected mistakes in it to make it a go ahead.	2
ap - a russian cargo ship docked with international space station saturday, bringing food, water, fuel and other	3
ap - black-tailed prairie dog drops from federal endangered species list because scientists concluded the rodent is no longer	3
ap - rescuers succeeded in freeing a minke whale that washed up on a beach in southeast brazil, fire department said thursday.	3
ap - redfooted falcon spotted for the first time in north america is attracting birdwatchers to martha vineyard.	3
ap - prospect that tropical storm and hurricane???? #151; or possibly two hurricanes???? #151; could strike florida on	3
Choosing to probe the vibrant waters of the pacific, oregon state graduate anthony kirincich uses an array of scientific instruments	3
But prosecutors across the country increasingly buy themselves time, keeping cold cases alive by indicting unidentified rapists	3
Interesting piece currently carrying out a 40 year panel study which attempts to explain the anomaly that although the us economy	3
submit limericks for consideration.   mod up your favorites.	3
i developed this while working on newsmonster and just forgot i think\\this is an extension for mozilla that allows you to see all Runtime	3
"Java 3d API release in a different manner than any\other sun project in existence.\\""we announce the availability of the source code for"	3
&lt;strong&gt;poll results&lt;/strong&gt; bright news for resident&lt;em&gt;ladyboy	3
The uk's ad watchdog rules over which net connections can be described as full speed broadband.	3
Doom 3 goes on sale in the uk at a time of renewed concern over video games being violent.	3
reuters: - a group of consumer electronics  makers said on wednesday that they approved a new  generation of discs that can store 5x the dvds	3
as deborah p. majoras takes over the federal trade commission on monday, she expects to build on broad agenda set by her successor, timothy j	3
"Annual perseid meteor shower could provide a ""spectacular"" show, despite disappointing start."	3
Vandals who cut down boundaries fence to disturb free zone for nesting birds put at risk	3
New analysis of fossil bones indicates adolescent&lt;i&gt;tyrannosaurus rex&lt;/i&gt; dinosaurs grew rapidly, reaching giant size.	3
&lt;i&gt;danny deckchair,&lt;/i&gt;a truck driver ties party balloons to a chair and flies away.	3
Multiple intergalactic hot gas clouds in process of merging revealed in a complex of images.	3
In this second and final part of the interview, lunine explains how huygens may help scientists understand the origin of life on earth,	3
Our night sky would be alight if earth resided within a globular cluster, our night sky would be alight	3
Rinivasan	3
Big Blue Gets Boost With European Customer consolidations using linux.	3
A vulnerability in aol instant messenger could allow attacks. also: a new bagle variant rumbles across the net.	3
Nortel to score its first major wireless deal with indian service provider.	3
Bundle of professional video editing applications includes new motion special-effects software.	3
Officiations at sun microsystems, javalobby, and infravio this week revealed initiatives positioning as either java development or web	3
E-mail software vendors, and e-mail software companies, move fast to add support for microsoft-backed anti-spam	3
Microsoft is teaming up with blockbuster online, cinemanow, and movietickets.com on one-stop entertainment portal.	3
Networked multifunction devices share pculnerabilities to worms, hackers.	3
"r(ap) - a state judge ordered toys ""r"" us and amazon to work together so the online retailer can abide by her order requiring am"	3
Goog) will close registration process for its ipo auction thursday, set the stage for online search engine leader's eyeing	3
Tired of those unwelcome pests that enter your computer without permission? banish intrusive spyware and tracking cookies with yahoo's	3
Google and Yahoo announced today that they have resolved two contentious issues between the companies.	3
\\investors wishing to participate in google's initial public offering have until 5 pm today to register for the	3
This information is intended to help those who are legitimately testing the security of a network (whether in-house expertise or	3
The \$500 price class is capable of creating such stunning, highly creative dvds as apple #146;s dvd studio pro 3, #	3
Attendees at this year #146;s powerschool university ramped up their student information system skills with the new powerschool 4.0 and aug 3	3
cleveland indians pull within 1 game of al central lead, scoring 4 runs in the 1st inning and beating minnesota twins 7-1 saturday night behind home runs by travis hafner and victor martinez	1
united states beat canada in a world  best time to qualify for the men's olympic eights  race sunday, as the two crews renewed their fierce rivalry	1
2002 nfl mvp who was knocked out of raiders loss to kansas city last oct. 20 and had shoulder surgery in november	1
IAN thorpe sets fastest time in 200m freestyle as swimming tops names cruise into semi-finals.	0
santa barbara sheriff asks a judge if he can release results of an inquiry into michael jackson's treatment by police.	0
Georgia and south ossetia negotiate a truce they forge despite reports of a village attack.	0
British journalist who was kidnapped in iraq says he was forced to face mock executions and try to escape	0
Indias first execution in 9 years of man convicted of raping and killing schoolgirl	0
Brosnia-herzegovina -- when nato forces first came to bosnia nearly a decade ago, they lived in heavily guarded compound	0
Reuters - soaring crude prices plus worries\about the economy and the outlook for earnings ahead of the\summer doldrums.	2
george zahringeriii is back for another shot at the u.s. amateur. the new yorker is one of three returning quarterfinalists for the tournament	1
\s. troops in afghanistan\may have failed to catch osama bin laden but credits\with encouraging millions of afghans	0
Thousands of u.s. troops in afghanistan  may have failed to catch osama bin laden but credits	0
jam band phish play their last gigs together at a special festival in the us which attracted thousands of fans.	0
South africa ruined michael phelps's  dream of winning a record 8 gold medals at the athens  olympics with stunning	1
Hurricane charley's 145 mph winds dug through their homes on sunday, sweeping up shattered glass and rescue	0
Venezuela - summoned by bugle calls and firecrackers, millions turning out in unusual numbers sunday to vote	0
brett tomko allowed one run in 6 innings for his first win in almost a month and helped san francisco complete a 3-game sweep of the philadelphia	1
adrian beltre and shawn green hit a go-ahead rbi single in the 8th inning as los angeles dodgers rally for an 8-5 win over chicago	1
U.n. security council meets in  emergency session concerning burundi on sunday following the  massacre of more than 150 tutsi congolese	0
Michael phelps surely didnt bargain for this. his quest to win 8 gold medals is over, doomed by america's worst showing in the 400-met	1
Figuring out how much executives get paid can be like predicting the weather -- an inexact science.	2
after 19 months of recuperation and countless questions about his left knee, the buffalo bills running back	1
trenton, n.j. - high level new jersey democrats said sunday that pressure is building among members of gov...	0
Wal-mart, stinging criticism of its business tactics, works to boost image by supporting public broadcasting.	2
Spending on research will more than double this year, with a growing amount coming from private sector.	3
afp - two chinese travelling salesmen hit by separatist violence as part of separatist violence claims more than 275 lives since	0
Foxborough -- matt light lost appendix this summer and, as a result, quite a few pounds, but he didnt lose one ounce of his wit	1
tony azevedo whizzed a last-second shot past croatian keeper frano vican to give the american water polo team a 7-6 win over	1
room for one cinderella in a boxing ring. that was the sad lesson andre berto learned last night as his long road to the olympic	1
Boy chosen by chinese government as reincarnation of panchen lama greeted warmly by dozens of monks, state TV reported,	0
Debate over whether companies should ~~~ treat stock options as an expense draws mixed reactions from washington area businesses	3
Workers at sri lanka's main oil firm end two-day strike, held over government plans to sell more	2
Sony and microsoft confront consumer apathy as they seek to turn game consoles into multipurpose entertainment gadgets.	3
(reuters) - fiji's vijay singh held his  composure to win the 86th u.s. pga championship on sunday, clinching	1
Syrian court agrees to release  on bail a prominent rights activist who faces trial on charges  of tarnishing arab	0
Israel launches psychological war against hundreds of palestinian inmates on hunger strike for better conditions.	0
"H wholesecurity Inc. can spot fraudulent web sites used in online cons known as ""phishing"" scams, according to a statement."	3
Reuters - government expects to slash customs and excise duties on petroleum products in bid to control inflation without hurting oil firms, an	0
baghdad (reuters) - interim prime minister iyad allawi  urged an iraqi court monday to speed up process against  toppled leader	0
A newly revealed summit of terrorists raises fears of fresh plan to attack the u.s. this bombmaker and pilot	0
